#read_id	perc_id	species	kingdom
e85a4bef-463d-4ace-bce3-3d117eeb03c1	91.071	Panesthia cribrata	Eukaryota
e8a3cebe-33b0-4d84-8863-967ad7901b84	94.286	Ascoidea rubescens DSM 1968	Eukaryota
e9be6a6c-a1ac-46a5-9cb7-4cfd33d2565e	81.967	Centruroides sculpturatus	Eukaryota
ea1bc03b-177d-44a2-8179-bb64df3d0ed9	100.000	Cryptotermes secundus	Eukaryota
eab7b9cf-1b88-4efd-82f6-cdc29d0101fa	97.297	Lates calcarifer	Eukaryota
eb351b0b-3647-4c48-8d10-11b51480a10d	97.368	Caliris sp. JZ-2017	Eukaryota
eb386369-b4a2-4d31-9cc2-e8df3d679097	74.781	Diploptera punctata	Eukaryota
eb3f4bc0-6849-40e0-ba6f-2928046ae7c1	77.049	Diploptera punctata	Eukaryota
eb4d48c1-d30e-48d2-b37a-45c42a404a0b	73.286	Neotermes insularis	Eukaryota
eb4d7c1f-6bf1-4547-9204-3faed8520d7e	86.099	Blattabacterium cuenoti BPAA	Bacteria
ebd22c21-d3b3-42e1-92f3-3ce11b389c12	92.754	Carbula sinica	Eukaryota
ec09e9dc-9e1d-4dde-afd7-fbf30aab53d6	87.879	Drosophila asper	Eukaryota
ec271b7e-fcdc-42cb-93d4-340f768576e2	77.551	Diploptera punctata	Eukaryota
ec3bcfec-d6c5-49c4-8f4d-cd30cbed3475	81.081	Panesthia australis	Eukaryota
ec6a2237-1dfe-48c1-b4ff-5ee202e665ed	77.064	Oxysarcodexia avuncula	Eukaryota
ecc4c319-c06f-4fbd-a2e4-17da3eb9dcc6	82.292	Pyrrhocoris apterus	Eukaryota
ecd00eb7-48bc-407a-86f7-cb9f6d5bff2c	86.239	Pauesia pini	Eukaryota
ed5a92d9-e8d3-4cb6-ac97-e698b250748b	75.796	Diploptera punctata	Eukaryota
eec1b9c8-83fd-4676-abad-aa353c062708	84.984	Panesthia cribrata	Eukaryota
ef4c92b2-4511-419f-856c-183f88c70ecc	80.435	Periplaneta fuliginosa	Eukaryota
efa71804-ba58-4dca-b1c1-1d643d070b4a	84.089	Panesthia cribrata	Eukaryota
efae6079-aca6-4c45-8840-e618cfbf509d	89.067	Panesthia cribrata	Eukaryota
efe790cb-1697-4e02-8682-1dbc3e96e826	74.222	Hemicrepidius sp. 1 TH-2014	Eukaryota
f0b649b3-adac-443d-81a7-a4414e3277c5	71.629	Diploptera punctata	Eukaryota
f1734712-f7b1-467c-abbe-783ddef0ce2b	82.743	Cryptotermes secundus	Eukaryota
f2315a26-a3ae-473e-8509-7b1380a25be1	85.714	Panchlora nivea	Eukaryota
f2455bd9-4ab1-4e32-9ba2-426941ccf8d8	73.973	Diploptera punctata	Eukaryota
f2d10ab9-8c85-4b4e-8c7a-2f88624b3afa	76.826	Onthophagus taurus	Eukaryota
f306282f-9b16-479e-a3a6-2632aa0d1e0e	91.071	Diploptera punctata	Eukaryota
f330ec30-80b0-45e8-909f-45b4a23d5c84	84.690	Centruroides sculpturatus	Eukaryota
f3d4eb30-737a-42c3-9720-fa5eaf2cd491	97.059	Theobroma cacao	Eukaryota
f466a830-5144-41c5-9a25-6c94ce4f24f7	80.934	Centruroides sculpturatus	Eukaryota
f4cb5628-1e47-42c3-aed6-08f18e28adec	92.453	Scolytinae sp. BMNH 1039990	Eukaryota
f5e0b341-cbe5-4218-9c1c-a3b6a641ae7f	84.483	Cryptotermes secundus	Eukaryota
f5f33c22-ae1e-4f89-b705-0b7c31c2b8cf	100.000	Blattella germanica	Eukaryota
f618966d-b716-412f-a234-8e823fddbde7	80.165	Timema cristinae	Eukaryota
f63adcf4-1308-40c1-a8b5-855d145fd6db	81.672	Acyrthosiphon pisum	Eukaryota
f7d35b21-36e5-41a7-b364-7b27ffed5524	73.747	Diploptera punctata	Eukaryota
f96935f7-1dce-47ce-8446-0ae1831e0974	97.059	Cryptotermes secundus	Eukaryota
f976e963-112e-4d70-9a21-86656e985673	80.488	Diploptera punctata	Eukaryota
fa91bb4f-6c6e-4a12-a974-039510586350	88.312	Corvus brachyrhynchos	Eukaryota
fb74e045-d1e2-4e92-a8fc-898178441e41	86.957	Eospalax fontanierii cansus	Eukaryota
fb80d4cb-2b24-410d-818c-d03550d0fbfe	93.220	Corvus brachyrhynchos	Eukaryota
fb986ed8-f194-4301-84e7-7e3cb32720b5	81.622	Zootermopsis nevadensis	Eukaryota
fbd74755-5553-44fa-9afe-6e555e2fb516	90.816	Panesthia australis	Eukaryota
fc33dc26-cfc9-4204-9550-ca2b5435811f	75.394	Diploptera punctata	Eukaryota
fca4160b-7889-469b-a34d-58d4335d682a	100.000	Bellamya aeruginosa	Eukaryota
fcbd9d16-1c05-4d2b-bcb9-d9f8f0b78bb8	75.836	Diploptera punctata	Eukaryota
fd9f971f-cd20-4653-b319-8d653e2f8fd2	88.333	Hirtitermes hirtiventris	Eukaryota
fe7fc278-88fb-44cc-8855-2c228cb5fb32	97.222	Melanaphis sacchari	Eukaryota
fe913af7-640f-4bcf-ad33-00fc55b6fc95	88.832	Panesthia ancaudellioides	Eukaryota
fef7c07c-4924-40f9-a372-53847edadfa4	84.612	Blattabacterium cuenoti BPAY	Bacteria
